Tag,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),abs FWHM (cm-1),emi FWHM (cm-1),abs FWHM (nm),emi FWHM (nm),Molecular weight (g mol-1),Reference
20226,O=C1C2=C(O[B-](F)(F)[n+]3c2ccc2ccccc23)c2cccc3c(N4CCOCC4)ccc1c23,C1CCOC1,427.0,596.0,,0.53,4.25,,,,,456.14567930800007,10.1021/ol702963w
20227,O=C1C2=C(O[B-](F)(F)[n+]3c2ccc2ccccc23)c2cccc3c(N4CCOCC4)ccc1c23,CC#N,424.0,620.0,,0.47,4.32,,3065.7,,118.9,456.14567930800007,10.1021/ol702963w
20228,Cc1nnc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)o1,CCO,,440.0,2.07307,,,,,,,325.3701,DOI: 10.1021/jo201488v
20229,O=C1C2=C(O[B-](F)(F)[n+]3c2ccc2ccccc23)c2cccc3c(N4CCOCC4)ccc1c23,CCO,423.0,584.0,,0.45,4.01,,,,,456.14567930800007,10.1021/ol702963w
20230,O=C1C2=C(O[B-](F)(F)[n+]3c2ccc2ccccc23)c2cccc3c(N4CCOCC4)ccc1c23,CO,419.0,564.0,,0.44,3.87,,,,,456.14567930800007,10.1021/ol702963w
20231,O=C1C2=C(O[B-](F)(F)[n+]3c2ccc2ccccc23)c2ccc(N3CCOCC3)c3cccc1c23,ClCCl,468.0,544.0,,0.53,4.16,,1924.0,,57.1,456.14567930800007,10.1021/ol702963w
20232,O=C1C2=C(O[B-](F)(F)[n+]3c2ccc2ccccc23)c2ccc(N3CCOCC3)c3cccc1c23,C1CCOC1,464.0,545.0,,0.55,4.31,,,,,456.14567930800007,10.1021/ol702963w
20233,O=C1C2=C(O[B-](F)(F)[n+]3c2ccc2ccccc23)c2ccc(N3CCOCC3)c3cccc1c23,CC#N,468.0,553.0,,0.49,4.2,,1739.2,,53.3,456.14567930800007,10.1021/ol702963w
20234,O=C1C2=C(O[B-](F)(F)[n+]3c2ccc2ccccc23)c2ccc(N3CCOCC3)c3cccc1c23,CCO,460.0,552.0,,0.46,3.9,,,,,456.14567930800007,10.1021/ol702963w
20235,O=C1C2=C(O[B-](F)(F)[n+]3c2ccc2ccccc23)c2ccc(N3CCOCC3)c3cccc1c23,CO,461.0,558.0,,0.45,3.83,,,,,456.14567930800007,10.1021/ol702963w
20236,c1ccc(C(=C(c2ccccc2)c2ccccc2-c2ccccc2)c2ccccc2-c2ccccc2)cc1,C1CCOC1,,,4.7,,,,,,,484.219100896,10.1021/acs.orglett.5b03152
20237,c1ccc(C(=C(c2ccccc2)c2ccccc2-c2ccc(-c3ccccc3)cc2)c2ccccc2-c2ccc(-c3ccccc3)cc2)cc1,C1CCOC1,280.0,492.0,7.0,0.32,,,,,,636.281701152,10.1021/acs.orglett.5b03152
20238,c1ccc(C(=C(c2ccccc2)c2cc(-c3ccccc3)ccc2-c2ccccc2)c2cc(-c3ccccc3)ccc2-c2ccccc2)cc1,C1CCOC1,275.0,489.0,6.5,0.3,,,4158.6,,100.5,636.281701152,10.1021/acs.orglett.5b03152
20239,Cc1ccc(-c2ccc(-c3ccc(C)cc3)c(C(=C(c3ccccc3)c3cc(-c4ccc(C)cc4)ccc3-c3ccc(C)cc3)c3ccccc3)c2)cc1,C1CCOC1,282.0,492.0,8.0,0.32,,,4023.5,,98.4,692.344301408,10.1021/acs.orglett.5b03152
20240,c1ccc(C(=C(c2ccccc2)c2cc(-c3ccccc3)ccc2-c2ccc(-c3ccccc3)cc2)c2cc(-c3ccccc3)ccc2-c2ccc(-c3ccccc3)cc2)cc1,C1CCOC1,291.0,494.0,7.9,0.38,,6657.4,3710.8,56.9,91.3,788.344301408,10.1021/acs.orglett.5b03152
20241,Cc1ccc(-c2ccc(-c3ccc(-c4ccc(C)cc4)cc3C(=C(c3ccccc3)c3cc(-c4ccc(C)cc4)ccc3-c3ccc(-c4ccc(C)cc4)cc3)c3ccccc3)cc2)cc1,C1CCOC1,295.0,498.0,8.6,0.3,,5248.0,4432.7,45.9,111.3,844.406901664,10.1021/acs.orglett.5b03152
20242,c1ccc(C(=C(c2ccccc2)c2cc(-c3ccc(-c4ccccc4)cc3)ccc2-c2ccc(-c3ccccc3)cc2)c2cc(-c3ccc(-c4ccccc4)cc3)ccc2-c2ccc(-c3ccccc3)cc2)cc1,C1CCOC1,302.0,496.0,8.2,0.32,,5948.7,3899.0,54.7,96.8,940.406901664,10.1021/acs.orglett.5b03152
20243,Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(C)cc5)cc4)c(C(=C(c4ccccc4)c4cc(-c5ccc(-c6ccc(C)cc6)cc5)ccc4-c4ccc(-c5ccc(C)cc5)cc4)c4ccccc4)c3)cc2)cc1,C1CCOC1,308.0,498.0,8.5,0.3,,5309.5,3769.9,50.7,94.3,996.46950192,10.1021/acs.orglett.5b03152
20244,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,C1CCOC1,281.0,340.0,1.2,,,6039.4,3953.5,48.0,45.9,230.109550448,10.1021/acs.orglett.5b03152
20245,c1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1,C1CCOC1,299.0,368.0,1.0,,,5695.5,3707.9,51.3,50.4,306.140850576,10.1021/acs.orglett.5b03152
20246,c1ccc(C(=C(c2ccccc2)c2ccccc2-c2ccc(-c3ccccc3)cc2)c2ccccc2-c2ccc(-c3ccccc3)cc2)cc1,c1ccc(C(=C(c2ccccc2)c2ccccc2-c2ccc(-c3ccccc3)cc2)c2ccccc2-c2ccc(-c3ccccc3)cc2)cc1,,472.0,,0.61,,,,,,636.281701152,10.1021/acs.orglett.5b03152
20247,c1ccc(C(=C(c2ccccc2)c2cc(-c3ccccc3)ccc2-c2ccccc2)c2cc(-c3ccccc3)ccc2-c2ccccc2)cc1,c1ccc(C(=C(c2ccccc2)c2cc(-c3ccccc3)ccc2-c2ccccc2)c2cc(-c3ccccc3)ccc2-c2ccccc2)cc1,,471.0,,0.35,,,4225.4,,94.7,636.281701152,10.1021/acs.orglett.5b03152
20248,Cc1ccc(-c2ccc(-c3ccc(C)cc3)c(C(=C(c3ccccc3)c3cc(-c4ccc(C)cc4)ccc3-c3ccc(C)cc3)c3ccccc3)c2)cc1,Cc1ccc(-c2ccc(-c3ccc(C)cc3)c(C(=C(c3ccccc3)c3cc(-c4ccc(C)cc4)ccc3-c3ccc(C)cc3)c3ccccc3)c2)cc1,,470.0,,0.37,,,4134.8,,92.2,692.344301408,10.1021/acs.orglett.5b03152
20249,c1ccc(C(=C(c2ccccc2)c2cc(-c3ccccc3)ccc2-c2ccc(-c3ccccc3)cc2)c2cc(-c3ccccc3)ccc2-c2ccc(-c3ccccc3)cc2)cc1,c1ccc(C(=C(c2ccccc2)c2cc(-c3ccccc3)ccc2-c2ccc(-c3ccccc3)cc2)c2cc(-c3ccccc3)ccc2-c2ccc(-c3ccccc3)cc2)cc1,,478.0,,0.57,,,3810.1,,87.8,788.344301408,10.1021/acs.orglett.5b03152
20250,Cc1ccc(-c2ccc(-c3ccc(-c4ccc(C)cc4)cc3C(=C(c3ccccc3)c3cc(-c4ccc(C)cc4)ccc3-c3ccc(-c4ccc(C)cc4)cc3)c3ccccc3)cc2)cc1,Cc1ccc(-c2ccc(-c3ccc(-c4ccc(C)cc4)cc3C(=C(c3ccccc3)c3cc(-c4ccc(C)cc4)ccc3-c3ccc(-c4ccc(C)cc4)cc3)c3ccccc3)cc2)cc1,,478.0,,0.58,,,3901.3,,89.9,844.406901664,10.1021/acs.orglett.5b03152
20251,c1ccc(C(=C(c2ccccc2)c2cc(-c3ccc(-c4ccccc4)cc3)ccc2-c2ccc(-c3ccccc3)cc2)c2cc(-c3ccc(-c4ccccc4)cc3)ccc2-c2ccc(-c3ccccc3)cc2)cc1,c1ccc(C(=C(c2ccccc2)c2cc(-c3ccc(-c4ccccc4)cc3)ccc2-c2ccc(-c3ccccc3)cc2)c2cc(-c3ccc(-c4ccccc4)cc3)ccc2-c2ccc(-c3ccccc3)cc2)cc1,,471.0,,0.52,,,4154.5,,93.1,940.406901664,10.1021/acs.orglett.5b03152
20252,Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(C)cc5)cc4)c(C(=C(c4ccccc4)c4cc(-c5ccc(-c6ccc(C)cc6)cc5)ccc4-c4ccc(-c5ccc(C)cc5)cc4)c4ccccc4)c3)cc2)cc1,Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(C)cc5)cc4)c(C(=C(c4ccccc4)c4cc(-c5ccc(-c6ccc(C)cc6)cc5)ccc4-c4ccc(-c5ccc(C)cc5)cc4)c4ccccc4)c3)cc2)cc1,,470.0,,0.67,,,4061.6,,90.5,996.46950192,10.1021/acs.orglett.5b03152
20253,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,,370.0,,,,,,,,230.109550448,10.1021/acs.orglett.5b03152
20254,c1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1,c1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1,,386.0,,,,,,,,306.140850576,10.1021/acs.orglett.5b03152
20255,CC(C)c1cc(N(C)C)c(C#N)c2c1-c1cccc3cccc-2c13,O,430.0,554.0,,0.22,,,2991.3,,92.4,312.16264864,10.1021/ol403470d
20256,N#Cc1c(N2CCCC2)cc(-c2ccccc2)c2c1-c1cccc3cccc-2c13,O,428.0,550.0,,0.25,,,3069.9,,93.5,372.16264864,10.1021/ol403470d
20257,N#Cc1c(N2CCCCC2)cc(-c2cccs2)c2c1-c1cccc3cccc-2c13,O,458.0,555.0,,0.3,,,2829.6,,87.7,392.13471964,10.1021/ol403470d
20258,COc1ccc(-c2cc(N3CCCCC3)c(C#N)c3c2-c2cccc4cccc-3c24)cc1,O,430.0,552.0,,0.36,,,2842.0,,87.1,416.188863388,10.1021/ol403470d
20259,N#Cc1c(N2CCCCC2)cc(-c2ccc3c(c2)OCO3)c2c1-c1cccc3cccc-2c13,O,429.0,552.0,,0.3,,,3106.1,,95.3,430.168127944,10.1021/ol403470d
20260,COc1cc(-c2cc(N3CCCCC3)c(C#N)c3c2-c2cccc4cccc-3c24)cc(OC)c1OC,O,430.0,545.0,,0.28,,,3015.6,,90.2,476.2099927559999,10.1021/ol403470d
20261,N#Cc1c(N2CCCCC2)cc(-c2ccc(O)cc2)c2c1-c1cccc3cccc-2c13,O,432.0,550.0,,0.038,,,3078.3,,93.8,402.173213324,10.1021/ol403470d
20262,N#Cc1c(N2CCCCC2)cc(-c2ccc(O)cc2)c2c1-c1cccc3cccc-2c13,C1CCCCC1,,527.0,,0.46,,,3032.7,,84.8,402.173213324,10.1021/ol403470d
20263,N#Cc1c(N2CCCCC2)cc(-c2ccc(O)cc2)c2c1-c1cccc3cccc-2c13,Cc1ccccc1,,530.0,,0.5,,,3074.6,,86.9,402.173213324,10.1021/ol403470d
20264,N#Cc1c(N2CCCCC2)cc(-c2ccc(O)cc2)c2c1-c1cccc3cccc-2c13,C1COCCO1,,540.0,,0.39,,,3048.9,,89.5,402.173213324,10.1021/ol403470d
20265,N#Cc1c(N2CCCCC2)cc(-c2ccc(O)cc2)c2c1-c1cccc3cccc-2c13,ClCCl,,545.0,,0.44,,,2983.0,,89.2,402.173213324,10.1021/ol403470d
20266,N#Cc1c(N2CCCCC2)cc(-c2ccc(O)cc2)c2c1-c1cccc3cccc-2c13,CCO,,548.0,,0.3,,,3111.6,,94.1,402.173213324,10.1021/ol403470d
20267,N#Cc1c(N2CCCCC2)cc(-c2ccc(O)cc2)c2c1-c1cccc3cccc-2c13,CO,,554.0,,0.25,,,3089.8,,95.5,402.173213324,10.1021/ol403470d
20268,N#Cc1c(N2CCCCC2)cc(-c2ccc(O)cc2)c2c1-c1cccc3cccc-2c13,CC#N,,569.0,,0.34,,,2961.7,,96.6,402.173213324,10.1021/ol403470d
20269,N#Cc1c(N2CCCCC2)cc(-c2ccc(O)cc2)c2c1-c1cccc3cccc-2c13,CN(C)C=O,,573.0,,0.29,,,2966.3,,98.1,402.173213324,10.1021/ol403470d
20270,N#Cc1c(N2CCCCC2)cc(-c2ccc(O)cc2)c2c1-c1cccc3cccc-2c13,CS(C)=O,,580.0,,0.35,,,2886.6,,97.8,402.173213324,10.1021/ol403470d
20271,O=C1c2ccccc2-c2c(-c3ccccc3O)[nH]c(=O)n21,ClCCl,394.0,477.0,,0.59,,,,,,278.06914218000003,10.1021/ol061520n
20272,O=C1c2ccccc2-c2c(-c3ccccc3O)[nH]c(=O)n21,CC#N,393.0,480.0,,0.48,,,,,,278.06914218000003,10.1021/ol061520n
20273,O=C1c2ccccc2-c2c(-c3ccccc3O)[nH]c(=O)n21,CO,396.0,498.0,,0.38,,,,,,278.06914218000003,10.1021/ol061520n
20274,Cc1cccc(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1O,ClCCl,392.0,473.0,,0.6,,,,,,292.084792244,10.1021/ol061520n
20275,Cc1cccc(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1O,CC#N,391.0,480.0,,0.52,,,,,,292.084792244,10.1021/ol061520n
20276,Cc1cccc(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1O,CO,395.0,496.0,,0.15,,,,,,292.084792244,10.1021/ol061520n
20277,Cc1ccc(O)c(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1,ClCCl,393.0,475.0,,0.62,,,,,,292.084792244,10.1021/ol061520n
20278,Cc1ccc(O)c(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1,CC#N,394.0,480.0,,0.51,,,,,,292.084792244,10.1021/ol061520n
20279,Cc1ccc(O)c(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1,CO,399.0,500.0,,0.25,,,,,,292.084792244,10.1021/ol061520n
20280,Cc1ccc(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c(O)c1,ClCCl,393.0,474.0,,0.63,,,,,,292.084792244,10.1021/ol061520n
20281,Cc1ccc(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c(O)c1,CC#N,393.0,481.0,,0.51,,,,,,292.084792244,10.1021/ol061520n
20282,Cc1ccc(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c(O)c1,CO,397.0,498.0,,0.14,,,,,,292.084792244,10.1021/ol061520n
20283,COc1cccc(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1O,ClCCl,396.0,471.0,,0.75,,,,,,308.07970686399995,10.1021/ol061520n
20284,COc1cccc(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1O,CC#N,393.0,478.0,,0.51,,,,,,308.07970686399995,10.1021/ol061520n
20285,COc1cccc(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1O,CO,395.0,496.0,,0.02,,,,,,308.07970686399995,10.1021/ol061520n
20286,COc1ccc(O)c(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1,ClCCl,399.0,481.0,,0.66,,,,,,308.079706864,10.1021/ol061520n
20287,COc1ccc(O)c(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1,CC#N,395.0,480.0,,0.46,,,,,,308.079706864,10.1021/ol061520n
20288,COc1ccc(O)c(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1,CO,401.0,500.0,,0.01,,,,,,308.079706864,10.1021/ol061520n
20289,O=C1c2ccccc2-c2c(-c3cccc(Cl)c3O)[nH]c(=O)n21,ClCCl,391.0,470.0,,0.65,,,,,,312.03016982800006,10.1021/ol061520n
20290,O=C1c2ccccc2-c2c(-c3cccc(Cl)c3O)[nH]c(=O)n21,CC#N,388.0,476.0,,0.46,,,,,,312.03016982800006,10.1021/ol061520n
20291,O=C1c2ccccc2-c2c(-c3cccc(Cl)c3O)[nH]c(=O)n21,CO,393.0,492.0,,0.13,,,,,,312.03016982800006,10.1021/ol061520n
20292,O=C1c2ccccc2-c2c(-c3cc(Cl)ccc3O)[nH]c(=O)n21,ClCCl,395.0,475.0,,0.78,,,,,,312.03016982800006,10.1021/ol061520n
20293,O=C1c2ccccc2-c2c(-c3cc(Cl)ccc3O)[nH]c(=O)n21,CC#N,390.0,475.0,,0.61,,,,,,312.03016982800006,10.1021/ol061520n
20294,O=C1c2ccccc2-c2c(-c3cc(Cl)ccc3O)[nH]c(=O)n21,CO,393.0,493.0,,0.28,,,,,,312.03016982800006,10.1021/ol061520n
20295,Cc1cc(O)c(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)cc1Cl,ClCCl,399.0,478.0,,0.61,,,,,,326.04581989200005,10.1021/ol061520n
20296,Cc1cc(O)c(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)cc1Cl,CC#N,393.0,479.0,,0.56,,,,,,326.04581989200005,10.1021/ol061520n
20297,Cc1cc(O)c(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)cc1Cl,CO,395.0,496.0,,0.3,,,,,,326.04581989200005,10.1021/ol061520n
20298,O=C1c2ccccc2-c2c(-c3cc(Br)ccc3O)[nH]c(=O)n21,ClCCl,396.0,474.0,,0.61,,,,,,355.97965424800003,10.1021/ol061520n
20299,O=C1c2ccccc2-c2c(-c3cc(Br)ccc3O)[nH]c(=O)n21,CC#N,390.0,475.0,,0.49,,,,,,355.97965424800003,10.1021/ol061520n
20300,O=C1c2ccccc2-c2c(-c3cc(Br)ccc3O)[nH]c(=O)n21,CO,400.0,492.0,,0.32,,,,,,355.97965424800003,10.1021/ol061520n
20301,COc1cc(C=O)cc(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1O,ClCCl,390.0,467.0,,0.93,,,,,,336.074621484,10.1021/ol061520n
20302,COc1cc(C=O)cc(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1O,CC#N,390.0,473.0,,0.33,,,,,,336.074621484,10.1021/ol061520n
20303,COc1cc(C=O)cc(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1O,CO,398.0,490.0,,0.04,,,,,,336.074621484,10.1021/ol061520n
20304,COC(=O)c1ccc(O)c(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1,ClCCl,395.0,474.0,,0.86,,,,,,336.074621484,10.1021/ol061520n
20305,COC(=O)c1ccc(O)c(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1,CC#N,390.0,477.0,,0.46,,,,,,336.074621484,10.1021/ol061520n
20306,COC(=O)c1ccc(O)c(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1,CO,394.0,491.0,,0.35,,,,,,336.074621484,10.1021/ol061520n
20307,CCOC(=O)c1ccc(O)c(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1,ClCCl,399.0,474.0,,0.59,,,,,,350.090271548,10.1021/ol061520n
20308,CCOC(=O)c1ccc(O)c(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1,CC#N,391.0,476.0,,0.49,,,,,,350.090271548,10.1021/ol061520n
20309,CCOC(=O)c1ccc(O)c(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1,CO,395.0,490.0,,0.4,,,,,,350.090271548,10.1021/ol061520n
20310,COc1ccc(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c(OC)c1,ClCCl,406.0,488.0,,0.57,,,,,,322.095356928,10.1021/ol061520n
20311,COc1ccc(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c(OC)c1,CC#N,401.0,492.0,,0.48,,,,,,322.095356928,10.1021/ol061520n
20312,COc1ccc(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c(OC)c1,CO,401.0,507.0,,0.39,,,,,,322.095356928,10.1021/ol061520n
20313,COc1ccc(OC)c(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1,ClCCl,399.0,462.0,,0.58,,,,,,322.095356928,10.1021/ol061520n
20314,COc1ccc(OC)c(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1,CC#N,396.0,466.0,,0.51,,,,,,322.095356928,10.1021/ol061520n
20315,COc1ccc(OC)c(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1,CO,397.0,484.0,,0.24,,,,,,322.095356928,10.1021/ol061520n
20316,COc1ccc2c(c1)nc(-c1ccccc1)n2-c1ccccc1,CC#N,268.0,391.0,,,,,4192.4,,64.5,300.126263132,10.1021/ol202807d
20317,c1ccc(-c2nc3nc4ccccc4nc3n2-c2ccccc2)cc1,CC#N,348.0,409.0,,,,,4044.3,,68.1,322.121846448,10.1021/ol202807d
20318,Clc1ccc(-c2nc3ccccc3n2-c2ccccc2)cc1,CC#N,295.0,367.0,,,,,4387.7,,59.5,304.076726096,10.1021/ol202807d
20319,c1ccc(N(c2ccccc2)c2ccc(-c3nc4ccccc4n3-c3ccccc3)cc2)cc1,CC#N,339.0,444.0,,,,,3706.8,,73.6,437.189197736,10.1021/ol202807d
20320,c1ccc(-c2nc3cc4c(cc3n2-c2ccccc2)nc(-c2ccccc2)n4-c2ccccc2)cc1,CC#N,330.0,397.0,,,,,3710.7,,58.8,462.184446704,10.1021/ol202807d
20321,CN(C)c1ccc(-c2nc3nccnc3n2-c2ccccc2)cc1,CC#N,371.0,477.0,,,,,3383.3,,77.5,315.148395544,10.1021/ol202807d
20322,CN(C)c1ccc(-c2nc3nc4ccccc4nc3n2-c2ccccc2)cc1,CC#N,411.0,528.0,,,,,3099.3,,87.0,365.164045608,10.1021/ol202807d
20323,c1ccc(-n2c(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc3nccnc32)cc1,CC#N,339.0,490.0,,,,,4056.2,,98.4,437.1640456080001,10.1021/ol202807d
20324,CN(C)c1ccc(-c2nc3nccnc3n2-c2ccc(N(C)C)cc2)cc1,CC#N,371.0,472.0,,,,,4147.1,,93.3,358.190594704,10.1021/ol202807d
20325,CN(C)c1ccc(-n2c(-c3ccncc3)nc3nccnc32)cc1,CC#N,309.0,405.0,,,,,,,,316.143644512,10.1021/ol202807d
20326,CN(C)c1ccc(-c2nc3cc(C(F)(F)F)ccc3n2-c2ccccc2)cc1,CC#N,332.0,406.0,,,,,3273.3,,54.2,381.145282236,10.1021/ol202807d
20327,CN(C)c1ccc(-n2c(-c3ccncc3)nc3ccccc32)cc1,CC#N,299.0,556.0,,,,,,,,314.153146576,10.1021/ol202807d
20328,CN(C)c1ccc(-c2nc3ccccc3n2-c2ccccc2)cc1,CC#N,325.0,397.0,,,,,3423.2,,54.2,313.15789760800004,10.1021/ol202807d
20329,CN(C)c1ccc(-n2c(-c3ccc(C#N)cc3)nc3ccccc32)cc1,CC#N,308.0,586.0,,,,,2951.0,,102.1,338.153146576,10.1021/ol202807d
20330,CN(C)c1ccc(-c2nc3nc4ccccc4nc3n2-c2ccc(C(C)(C)C)cc2)cc1,CC#N,411.0,529.0,,,,,,,,421.226645864,10.1021/ol202807d
20331,c1ccc2c(c1)nc1ccccn12,CC#N,344.0,414.0,,,,,4488.7,,77.6,168.068748256,10.1021/ol202807d
20332,CN(C)c1ccc(-c2nc3nc4ccccc4nc3n2-c2ccccc2)cc1,CCCCCC,,416.2,,,,,2240.7,,38.9,365.164045608,10.1021/ol202807d
20333,CN(C)c1ccc(-c2nc3nc4ccccc4nc3n2-c2ccccc2)cc1,ClCCl,,492.9,,,,,3280.0,,80.2,365.164045608,10.1021/ol202807d
20334,CN(C)c1ccc(-c2nc3nc4ccccc4nc3n2-c2ccccc2)cc1,CC(C)=O,,514.7,,,,,3032.6,,80.8,365.164045608,10.1021/ol202807d
20335,CN(C)c1ccc(-c2nc3nc4ccccc4nc3n2-c2ccccc2)cc1,CS(C)=O,,548.3,,,,,3164.0,,95.8,365.164045608,10.1021/ol202807d
20336,c1ccc(-c2nc(-c3ccccc3)c(N(c3ccccc3)c3ccccc3)s2)cc1,ClC(Cl)Cl,367.0,463.0,,0.43,4.021189,,,,,404.13471964,10.1021/ol200231z
20337,COc1ccc(-c2nc(-c3ccccc3)c(N(c3ccccc3)c3ccccc3)s2)cc1,ClC(Cl)Cl,357.0,457.0,,0.16,4.127105,,,,,434.145284324,10.1021/ol200231z
20338,Fc1ccc(C2=NC(c3ccccc3)C(N(c3ccccc3)c3ccccc3)S2)cc1,ClC(Cl)Cl,363.0,461.0,,0.25,4.08636,,,,,424.140947892,10.1021/ol200231z
20339,Clc1ccc(-c2nc(-c3ccccc3)c(N(c3ccccc3)c3ccccc3)s2)cc1,ClC(Cl)Cl,371.0,474.0,,0.56,4.053078,,,,,438.095747288,10.1021/ol200231z
20340,Clc1ccc(-c2nc(-c3ccccc3)sc2N(c2ccccc2)c2ccccc2)cc1,ClC(Cl)Cl,366.0,463.0,,0.33,4.029384,,,,,438.095747288,10.1021/ol200231z
20341,COc1ccc(N(c2ccc(OC)cc2)c2sc(-c3ccc(Cl)cc3)nc2-c2ccccc2)cc1,ClC(Cl)Cl,393.0,509.0,,0.29,3.995635,,,,,498.116876656,10.1021/ol200231z
20342,c1cc2c(N3CCCCC3)c3ccc(=[N+]4CCCCC4)cc-3oc2cc1N1CCCCC1,ClCCl,491.0,562.0,,0.14,4.781037,2243.7,1762.1,54.3,55.8,430.28528919209,10.1021/ol800526s
20343,CCN(CC)c1c2ccc(=[N+]3CCCCC3)cc-2oc2cc(N3CCCCC3)ccc12,ClCCl,499.0,558.0,,0.11,4.70757,2918.9,1263.7,73.1,39.4,418.28528919209,10.1021/ol800526s
20344,CCC(C)Nc1c2ccc(=[N+]3CCCCC3)cc-2oc2cc(N3CCCCC3)ccc12,ClCCl,456.0,537.0,,0.85,4.719331,2319.4,1802.5,48.4,52.1,418.28528919209,10.1021/ol800526s
20345,CC(Nc1c2ccc(=[N+]3CCCCC3)cc-2oc2cc(N3CCCCC3)ccc12)C(=O)OC(C)(C)C,ClCCl,462.0,544.0,,0.9,4.792392,1987.4,1751.4,42.5,51.9,490.3064185600899,10.1021/ol800526s
20346,c1ccc(CSc2c3ccc(=[N+]4CCCCC4)cc-3oc3cc(N4CCCCC4)ccc23)cc1,ClCCl,598.0,619.0,,0.79,4.91698,1226.6,993.7,43.9,38.1,469.23081109609,10.1021/ol800526s
20347,COC(=O)C1CCN(c2ccc3c(N4CCCCC4)c4ccc(=[N+]5CCC(C(=O)OC)CC5)cc-4oc3c2)CC1,ClCCl,482.0,552.0,,0.02,4.739572,2342.9,1531.5,54.6,46.7,546.29624780009,10.1021/ol800526s
20348,N=c1oc2cccc3c4c(-c5ccccc5)oc5cccc(c(c1-c1ccccc1)c23)c54,ClC(Cl)Cl,397.0,488.0,2.6,0.04,,,,,,411.12592878400005,10.1021/acs.orglett.5b02042
20349,Cc1ccc(-c2oc3cccc4c5c(-c6ccc(C)cc6)c(=N)oc6cccc(c2c34)c65)cc1,ClC(Cl)Cl,400.0,495.0,3.1,0.1,,,,,,439.1572289120001,10.1021/acs.orglett.5b02042
20350,COc1ccc(-c2oc3cccc4c5c(-c6ccc(OC)cc6)c(=N)oc6cccc(c2c34)c65)cc1,ClC(Cl)Cl,408.0,505.0,1.5,0.35,,,,,,471.147058152,10.1021/acs.orglett.5b02042
20351,COc1ccc(-c2oc3cccc4c5c(-c6ccc(OC)c(OC)c6)c(=N)oc6cccc(c2c34)c65)cc1OC,ClC(Cl)Cl,410.0,510.0,1.9,0.41,,5876.8,3452.5,100.2,90.5,531.16818752,10.1021/acs.orglett.5b02042
20352,O=S(=O)(N=c1oc2cccc3c4c(-c5ccccc5)oc5cccc(c(c1-c1ccccc1)c23)c54)C(F)(F)F,ClC(Cl)Cl,460.0,558.0,5.6,0.92,4.544068,7686.3,2714.0,167.9,85.0,543.075213652,10.1021/acs.orglett.5b02042
